"studyLatitude","studyLongitude","country","effectSize","sampleSize","interventionType","key","author","crop","crop2","duration","soil","climate","location"
38,-97,"United States of America",0.0185620178600596,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0723206615796261,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0938187552176549,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0183491386681965,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0551864155672907,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0224009366891668,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0408219945202552,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0756374142056201,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0116280379951192,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0481634013786229,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0286552557603762,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0448254313800642,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0294138852062933,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0420009239746308,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0423023796906894,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.138500908160131,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0433504408736136,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.00360360750329854,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0388688688993732,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0453935722603621,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.044879326177433,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0381837869701589,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0775582343458744,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.133531392624523,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0194180858571016,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.013908430046132,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0384662808277961,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0629482743142362,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.00788440352414876,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.01669487857217,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0444517625708338,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0031897953681003,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0773494660778929,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.00327332534496933,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.101032225231568,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0266682470821613,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0841744956544302,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.156195252201734,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0753494372417868,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0420009239746308,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.169076330043934,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.108581130357868,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0920581444179476,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0938187552176549,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0433672291151299,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0255333020051646,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0343494800146377,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0767337942313896,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0430173850836907,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0187421818097406,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.276253376628158,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0340665545636062,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.203885734709795,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0409202697893627,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0854177511543518,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0568488642321526,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.090348686404148,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.112197250149531,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0165293019512105,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0909717782057268,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0452565915881208,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0626054742303958,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.113895418107664,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.00602411460338088,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0462510176507557,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0924652276720934,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.139262067333508,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0462807525640064,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0907652093142672,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0198588086496033,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.130839600958811,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0544881852840697,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0154244703256316,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0112740765732179,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0346239645660481,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0300523450664018,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0456700368331883,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0286552557603761,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.113538131323058,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.167521592853074,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.247765465046338,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.00277392688272521,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0557106070140056,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.00262123347987407,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0452997592296635,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.217723483844871,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.081003784153087,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0403155371784598,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0376388514999349,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.186775907143335,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.110751364292703,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.018543577712169,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.00563381771825602,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.117783035656383,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0537901745861377,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0158481922400237,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0054496047675647,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0563529365511316,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.00533334597536238,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0508045756354594,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.107098135556367,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.017699577099401,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0499369532859388,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.081516857671989,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0870113769896298,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.01398624197474,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.00314960890289633,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0511060109334964,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.00345423486808738,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0465200156348928,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.104599770090517,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0413413401564413,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0029542118974316,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0503417548608508,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0249234084524569,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.132424585649332,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0272331504583588,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0344861760711694,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0604500560483385,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0342890734786322,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.136938550946137,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.111058536772464,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0158985860677982,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0608090045956058,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0679273412849132,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.119501544414084,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0143887374520995,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0266682470821613,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.00573067470898507,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0456455074899604,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.075322006538599,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0535244804157045,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0460607733765343,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0031897953681003,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0324703850307842,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0369272725922183,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0235999153408735,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0552986401962256,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0782872213292914,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.00591717702808851,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0672522270091673,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0209981468397735,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0543767708780718,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0761236954728007,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0198588086496033,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.00820798041782958,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0643578689828029,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0194721034128203,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.00264900817157686,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0239055208535544,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0875193780165567,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.00271370587159616,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.00291121020745833,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0862346779214574,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0969922659873096,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.108540168575206,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0445839066080264,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0316649146439687,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0140254753545043,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0912313162295038,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0383608678724463,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.047561411198939,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0430173850836907,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0237399873030729,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0289875368732523,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0455313848079533,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0181273845925567,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0245411089161174,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0436750635026616,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.103184236235231,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.074107972153722,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.120489397254126,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.022285044789435,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0406009756222396,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0484943499386104,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.014641549992948,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.14332912808408,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0376310682176468,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.105044009878954,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0508584172334909,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0781874195717903,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.121360857004267,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0335226920386436,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.0570032186817261,"3","Cultivar mix",5,"NA","oat",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
